last_name, first_name,player_id,year,player_age,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,b_foul,b_foul_tip,b_game,woba,wobacon,exit_velocity_avg,launch_angle_avg,barrel,barrel_batted_rate,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,pitch_count,iz_contact_percent,whiff_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,
Pujols, Albert,405395,2022,42,351,83,45,14,0,24,55,28,15.7,8.0,.270,.550,.345,.895,.280,268,13,109,.380,.415,91.2,16.4,31,12,47.3,63.5,12,34.9,36,64,53.4,71,6.7,1385,88,21.3,38,29.5,20.5,12,
Cabrera, Miguel,408234,2022,39,433,101,86,10,0,5,101,28,23.3,6.5,.254,.317,.305,.622,.063,301,19,112,.275,.329,89.9,5,14,4.7,38.2,71.3,19.4,31.5,42.3,57.7,52.9,81,7.1,1643,80.6,27,52.5,19.6,25.9,2,
Molina, Yadier,425877,2022,39,270,56,43,8,0,5,40,5,14.8,1.9,.214,.302,.233,.535,.088,226,14,78,.235,.262,84.7,16.9,7,3.1,26,75.2,18.5,41.3,28.6,71.4,48.9,75.7,7.1,986,81,22,39,29.6,20.2,11.2,
Cano, Robinson,429664,2022,39,104,15,13,1,0,1,25,4,24.0,3.8,.150,.190,.183,.373,.040,88,5,33,.169,.198,88.2,5.8,3,4,41.3,77.3,12.8,40,44,56,55,72,6.5,382,87.2,24.9,54.7,18.7,20,6.7,
Suzuki, Kurt,435559,2022,38,159,25,17,4,0,4,29,15,18.2,9.4,.180,.295,.264,.559,.115,112,6,51,.254,.253,85.2,24.1,4,3.5,26.5,68.1,12.7,27.4,42.5,57.5,49.2,76.2,10.6,593,87.3,21.1,30.1,30.1,21.2,18.6,
Cruz Jr., Nelson,443558,2022,41,507,105,79,16,0,10,119,49,23.5,9.7,.234,.337,.312,.649,.103,356,23,124,.292,.334,90.9,7.2,31,9.3,46.1,72.4,23.2,31.1,50.8,49.2,52.2,80.8,6,1992,76.8,32,53,19.3,22.9,4.8,
Peralta, David,444482,2022,34,490,110,65,30,3,12,114,41,23.3,8.4,.251,.415,.316,.731,.164,348,13,134,.315,.378,90.3,15.1,28,8.5,44.4,69.2,14.3,32.9,49.5,50.2,51.9,70.5,7,1830,85.7,26.2,36.3,28.4,26.3,9.1,
Pina, Manny,444489,2022,35,17,2,2,0,0,0,1,1,5.9,5.9,.143,.143,.235,.378,.000,11,0,5,.187,.126,81.9,9,1,7.1,21.4,67.7,9.5,23.5,25,75,52.3,,0,65,90.5,13.8,57.1,28.6,7.1,7.1,
Escobar, Alcides,444876,2022,35,131,27,21,4,2,0,32,5,24.4,3.8,.218,.282,.260,.542,.065,119,6,40,.242,.291,81.8,15.7,1,1.1,17.4,70.8,15,36.6,34.4,63.3,48.2,70.4,5.3,510,82.4,21.3,38,20.7,30.4,10.9,
Longoria, Evan,446334,2022,36,298,65,38,13,0,14,83,27,27.9,9.1,.244,.451,.315,.767,.207,186,10,89,.330,.425,91.1,18.2,23,12.4,46.8,62.7,22.3,26.1,46.5,53.5,50,74.1,7.2,1187,77.7,29.4,37.1,29,24.2,9.7,
Blackmon, Charlie,453568,2022,35,577,140,96,22,6,16,109,32,18.9,5.5,.264,.419,.312,.731,.155,414,29,135,.317,.366,86.2,12.4,19,4.4,30.6,70.1,16.6,32,32.6,67.1,48.8,82.7,7.8,2085,83.3,21.4,44.4,23.8,25.7,6.1,
Maldonado, Martin,455117,2022,35,379,64,37,12,0,15,116,22,30.6,5.8,.186,.352,.245,.597,.166,275,17,113,.264,.343,88.4,14.7,19,8.1,40.2,69.1,20.3,31,58.8,41.2,50,78.5,7.1,1504,79.7,32.2,43.6,29.5,20.9,6,
Chirinos, Robinson,455139,2022,38,220,35,22,9,0,4,67,19,30.5,8.6,.179,.287,.264,.551,.108,152,7,67,.251,.303,84.8,17.6,9,6.9,33.1,72,21.9,31.1,56.7,42.6,53.1,78.6,4.9,853,77.1,33.3,40.8,25.4,20.8,13.1,
Cain, Lorenzo,456715,2022,36,156,26,20,5,0,1,36,8,23.1,5.1,.179,.234,.231,.465,.055,135,10,43,.212,.237,87.9,3.8,0,0,36.4,73.7,17.4,32.2,45,55,49.9,80.5,6.6,623,82.6,25.8,59.1,15.5,20,5.5,
Solano, Donovan,456781,2022,34,304,79,59,16,0,4,61,19,20.1,6.3,.284,.385,.339,.724,.101,246,13,80,.319,.368,88.3,10.7,13,5.9,41.2,66.5,12,32.2,40.5,59.5,48.9,77.8,7.7,1189,88,20.9,45.2,23.3,27.4,4.1,
McCutchen, Andrew,457705,2022,35,580,122,80,25,0,17,124,57,21.4,9.8,.237,.384,.316,.700,.148,410,19,134,.309,.348,89.1,13.2,34,8.6,40,68.5,16.8,20.8,49,51,49.4,80.9,8.2,2364,83.2,24.2,41.8,28.1,24.1,6.1,
Upton, Justin,457708,2022,34,57,6,4,1,0,1,23,6,40.4,10.5,.125,.208,.263,.471,.083,40,2,17,.231,.275,88.5,26.5,1,4,32,65.5,28.9,24.8,60.7,39.3,49.3,90.9,4.8,229,71.1,37.5,32,32,20,16,
Turner, Justin,457759,2022,37,532,130,81,36,0,13,89,50,16.7,9.4,.278,.438,.350,.788,.160,437,20,128,.343,.372,89.5,18.4,31,8,40.6,70.4,16,26.7,31.3,68.7,50.7,79.8,7.8,2144,84,20.3,32.8,33.3,27.9,5.9,
Votto, Joey,458015,2022,38,376,66,36,18,1,11,97,44,25.8,11.7,.205,.370,.319,.689,.165,268,18,91,.310,.351,89.7,14.2,25,11.1,41.3,70.8,23.1,23,49.1,50.9,50.6,84.3,7.7,1505,76.9,29.6,44.9,31.1,20,4,
Andrus, Elvis,462101,2022,33,577,133,84,32,0,17,92,39,15.9,6.8,.249,.404,.303,.707,.155,361,21,149,.310,.338,87.9,11.9,20,4.5,34.8,62.3,14.2,29.4,36.1,63.9,51,66.3,8.4,2252,85.5,21.4,46.5,22.1,22.8,8.6,
Santana, Carlos,467793,2022,36,506,87,50,18,0,19,88,71,17.4,14.0,.202,.376,.316,.692,.174,347,16,131,.308,.308,90.7,15.4,32,9.3,44.9,63.9,16.9,21.7,34.1,65.9,50.4,78.2,7.6,2066,82.9,21.3,39.1,28.4,22.6,9.9,
Belt, Brandon,474832,2022,34,298,54,36,9,1,8,81,37,27.2,12.4,.213,.350,.326,.676,.138,202,18,78,.303,.353,88.4,23.4,22,12.6,38.5,75.5,24.2,21.2,58.6,39.8,52.4,89.9,6.6,1194,75.3,32.4,29.3,37.9,22.4,10.3,
Lowrie, Jed,476704,2022,38,184,30,22,5,0,3,39,15,21.2,8.2,.180,.263,.245,.508,.084,126,10,50,.230,.246,86.2,16.3,4,3.1,30.8,72.9,19.2,23.6,43.8,56.2,51.9,84,6.9,727,80.8,25.6,41.5,29.2,21.5,7.7,
Brantley Jr., Michael,488726,2022,35,277,70,50,14,1,5,30,31,10.8,11.2,.288,.416,.368,.784,.128,149,5,64,.345,.345,89.8,10.7,13,6,45.1,62.3,8.9,21.9,22.8,77.2,51.7,60,8,1006,91.1,12.7,44.2,22.8,30.7,2.3,
Castro, Jason,488771,2022,35,88,9,6,2,0,1,40,8,45.5,9.1,.115,.179,.205,.384,.064,63,10,34,.183,.254,88.6,10,2,5.1,35.9,69.2,38.1,27.3,52.9,47.1,50.7,88.6,9.5,369,61.9,42.4,48.7,33.3,17.9,0,
Gurriel, Yuli,493329,2022,38,584,132,84,40,0,8,73,30,12.5,5.1,.242,.360,.288,.647,.117,405,16,146,.285,.297,88.2,14.6,9,1.9,35.6,63.1,8.2,34.9,24.7,75.3,51.7,75,6.6,2116,91.8,14.3,41.7,24.6,23.8,9.9,
Rojas, Miguel,500743,2022,33,507,111,84,19,2,6,61,26,12.0,5.1,.236,.323,.282,.605,.087,315,6,140,.268,.276,86.1,10.1,8,1.9,27.1,66.2,6.5,30.4,34.3,65.4,51.3,72.2,7.9,1816,92.8,15.5,47.1,19.6,26.8,6.5,
Escobar, Eduardo,500871,2022,33,542,119,69,26,4,20,129,40,23.8,7.4,.240,.430,.295,.726,.190,420,33,136,.311,.381,88.3,20.6,35,9.4,37.6,73.5,20.7,34,40.9,59.1,53.4,76.7,6.2,2089,79.3,27.7,30.9,32.8,26.9,9.4,
Adrianza, Ehire,501303,2022,32,110,17,14,3,0,0,25,11,22.7,10.0,.175,.206,.264,.470,.031,73,6,37,.222,.221,84.6,12.6,1,1.4,21.9,62.5,14.8,26.2,40.7,57.4,48.8,63.9,8.5,422,85.2,22.2,50.7,17.8,20.5,11,
Lagares, Juan,501571,2022,33,62,11,8,2,1,0,15,2,24.2,3.2,.183,.250,.210,.460,.067,44,3,20,.203,.249,88.4,14.4,1,2.2,40,63.8,16.2,42.4,43.4,54.7,51.9,81,8.7,241,81.1,27.6,35.6,24.4,33.3,6.7,
Almonte, Abraham,501659,2022,33,37,9,6,2,0,1,12,1,32.4,2.7,.257,.400,.297,.697,.143,20,0,15,.306,.430,88.1,14.6,1,4.3,30.4,54.4,18.6,21.9,50,50,48,85.7,9.2,152,81.4,27.1,39.1,21.7,26.1,13,
Pham, Tommy,502054,2022,34,622,131,90,23,1,17,167,56,26.8,9.0,.236,.374,.312,.686,.137,385,29,144,.304,.371,92.2,7.7,31,7.9,48.5,60.8,17,21.6,53.1,46.5,48,74,8,2505,82.8,26,48.2,22.4,24.7,4.6,
Martinez, J.D.,502110,2022,34,596,146,86,43,1,16,145,52,24.3,8.7,.274,.448,.341,.789,.174,475,22,139,.343,.420,89.1,14.1,49,12.5,41.7,74.9,21,31.9,48.6,51.4,53.4,90.9,6.4,2389,79,30.1,38.2,30.8,26.7,4.3,
Goldschmidt, Paul,502671,2022,34,651,178,102,41,0,35,141,79,21.7,12.1,.317,.578,.402,.980,.260,400,32,151,.419,.506,90.8,15.7,49,11.6,47.4,59.8,21.6,25.1,38.2,61.5,52.1,66.5,6.7,2701,78.4,26.8,40.8,28.8,22.9,7.5,
Gonzalez, Marwin,503556,2022,33,207,34,21,7,0,6,54,14,26.1,6.8,.185,.321,.251,.572,.136,176,4,85,.257,.302,88,19.4,8,5.9,37.3,63.1,13.9,37.6,37.7,59.7,51.5,75.7,9,822,85.7,23.1,37.8,24.4,24.4,13.3,
Leon, Sandy,506702,2022,33,86,12,9,3,0,0,27,13,31.4,15.1,.169,.211,.291,.502,.042,63,4,33,.246,.267,84.3,21.4,0,0,26.1,57,18.9,20.4,41.5,58.5,51.9,81.5,7,387,80.2,25.2,30.4,19.6,37,13,
Altuve, Jose,514888,2022,32,604,158,91,39,0,28,87,66,14.4,10.9,.300,.533,.387,.921,.233,404,9,141,.397,.425,85.9,16.1,34,7.7,29.7,64,10.7,28.6,26,72.6,55.8,67.6,7.9,2308,88.4,16.2,41,25.6,23.6,9.8,
Hernandez, Cesar,514917,2022,32,617,139,106,28,4,1,114,45,18.5,7.3,.248,.318,.310,.627,.070,423,18,147,.283,.307,84.8,9.3,11,2.4,29.7,68.7,13.5,25.9,39.3,58.1,49.5,78.4,7.1,2368,84.9,20.4,48.6,19.3,26.4,5.8,
Segura, Jean,516416,2022,32,387,98,79,9,0,10,58,25,15.0,6.5,.277,.387,.336,.723,.110,260,12,98,.320,.343,87.6,4.3,13,4.4,38.4,64.4,11.4,34.7,30.5,69.1,52.5,67,7.3,1406,88.4,18.5,56.2,15.8,20.9,7.1,
Marte, Starling,516782,2022,33,505,136,91,24,5,16,97,26,19.2,5.1,.292,.468,.347,.814,.176,348,21,118,.355,.412,86.8,7.5,25,6.8,33.9,67.5,16.4,32.8,39.3,59.5,50.9,79.5,6.6,1920,82.7,24,50.1,20.1,26,3.8,
Culberson, Charlie,518586,2022,33,124,29,21,6,0,2,31,5,25.0,4.0,.252,.357,.274,.631,.104,89,4,68,.281,.360,85.3,5.9,1,1.1,27.3,76.4,18.8,42.2,51.1,48.9,50.8,80,8,439,79.4,30.5,58,17,19.3,5.7,
d'Arnaud, Travis,518595,2022,33,426,106,62,25,1,18,90,19,21.1,4.5,.268,.472,.319,.791,.205,324,17,107,.343,.409,88.5,11.8,26,8.5,38.9,70.1,20.5,35.5,39.5,60.5,50.2,72.7,8.5,1633,79.5,26.9,45.4,25.2,22.9,6.5,
Donaldson, Josh,518626,2022,36,546,106,63,28,0,15,148,54,27.1,9.9,.222,.374,.308,.682,.153,351,18,132,.302,.363,90.7,12,33,9.8,43.3,66.6,27.5,29.3,45.5,54.2,51.8,78.1,6.3,2176,72.5,33.2,43.5,25.9,24.1,6.5,
Freeman, Freddie,518692,2022,32,708,199,129,47,2,21,102,84,14.4,11.9,.325,.511,.407,.918,.186,576,30,159,.393,.426,91.3,13.6,51,9.9,47.8,73.9,14.2,27.3,32.2,67.8,52.9,88.2,6.8,2755,85.8,19.5,38.9,28.4,29.8,2.9,
Grandal, Yasmani,518735,2022,33,376,66,54,7,0,5,79,45,21.0,12.0,.202,.269,.301,.570,.067,240,11,99,.263,.268,90,12.1,12,4.8,40,58.6,14.7,20.8,41.1,58.9,49.9,65.6,7.9,1573,85.3,21.6,43.6,22,27.2,7.2,
Heyward, Jason,518792,2022,32,151,28,21,5,1,1,32,11,21.2,7.3,.204,.277,.278,.556,.073,88,7,48,.253,.272,87.6,13.1,5,4.8,38.1,66.5,22.3,31.2,38.2,61.8,51.4,59.5,7.6,558,76.5,27.8,45.7,21,21,12.4,
LeMahieu, DJ,518934,2022,33,541,122,92,18,0,12,71,67,13.1,12.4,.261,.377,.357,.734,.116,316,25,125,.329,.324,89.2,3,21,5.3,41.1,53.9,10.7,24.5,26.6,73.4,49.3,61.4,7.7,2152,89.1,15.7,54.6,17,25.6,2.8,
Moustakas, Mike,519058,2022,33,285,54,35,12,0,7,75,24,26.3,8.4,.214,.345,.295,.640,.131,261,10,78,.286,.337,87.6,19.4,11,6.1,33.9,74.2,19.2,37.4,45.9,53.6,54.2,82.4,5.9,1150,80.8,29.2,35,25.6,23.3,16.1,
Rizzo, Anthony,519203,2022,32,548,104,50,21,1,32,101,58,18.4,10.6,.224,.480,.338,.817,.256,383,15,130,.352,.379,89.4,19.3,40,10.9,41,64.1,14.9,29.7,38.2,61.5,52.3,69.9,7.4,2112,84.8,22.8,33.3,35,21.6,10.1,
Romine, Austin,519222,2022,33,136,20,14,3,0,3,46,4,33.8,2.9,.155,.248,.184,.432,.093,98,4,51,.193,.270,87.2,9.5,4,4.7,33.3,71.1,24.3,38,50,49,50.9,77.3,8.7,516,75.1,33.5,55.3,21.2,14.1,9.4,
Souza Jr., Steven,519306,2022,33,19,3,3,0,0,0,8,0,42.1,0.0,.158,.158,.158,.316,.000,15,1,6,.140,.241,83.3,23.6,0,0,18.2,68.3,21.4,37.5,66.7,33.3,43.8,80,6.8,73,78.6,35,36.4,18.2,18.2,27.3,
Stanton, Giancarlo,519317,2022,32,452,84,46,7,0,31,137,50,30.3,11.1,.211,.462,.296,.759,.251,240,21,110,.327,.431,95,10.8,51,19.3,52.3,62.1,29,26.8,51.7,48.3,53.5,72.4,7.3,1841,71,36.5,47,24.6,20.8,7.6,
Vogt, Stephen,519390,2022,37,191,27,15,4,1,7,46,17,24.1,8.9,.161,.321,.241,.562,.161,115,7,70,.249,.273,87,21,10,7.9,27.8,65.4,17.3,30.5,44.9,54.2,54.2,70.9,7.7,714,82.7,27.1,31,35.7,23.8,9.5,
Perez, Salvador,521692,2022,32,473,113,66,23,1,23,109,18,23.0,3.8,.254,.465,.292,.757,.211,327,22,114,.324,.403,91.4,17.8,38,11.2,49,77.1,22.2,43.2,44,56,58.1,87.5,5.2,1700,77.8,31.8,36.9,34.2,21.2,7.7,
Flores, Wilmer,527038,2022,30,602,120,72,28,1,19,103,59,17.1,9.8,.229,.394,.316,.710,.166,468,15,151,.312,.326,87.8,20.7,27,6.3,35.4,66.5,12.4,26.6,33.7,66.3,52.4,74.4,6.9,2426,87.6,18.9,34.7,31.5,24.2,9.6,
Garcia, Avisail,541645,2022,31,380,80,63,9,0,8,109,17,28.7,4.5,.224,.317,.266,.582,.092,260,13,98,.258,.334,88.7,2.8,16,6.4,44.8,82.1,21.6,40.7,60.8,39.2,55.9,87.9,7.2,1367,78.4,36.7,56,22,19.6,2.4,
Bethancourt, Christian,542194,2022,30,333,80,52,17,0,11,80,12,24.0,3.6,.252,.409,.282,.691,.157,209,20,100,.301,.379,90.1,9.4,28,11.7,44.8,81,26.8,44.3,49,50.2,50.5,90.2,7.4,1106,73,34.7,46.4,23.8,23.8,5.9,
Ozuna, Marcell,542303,2022,31,507,106,64,19,0,23,122,31,24.1,6.1,.226,.413,.274,.687,.187,360,19,124,.298,.364,89.4,16.5,46,13.1,43.8,68.2,19.6,33.4,44.7,55.3,54,80,6.2,2023,80.4,28.7,38.4,30.7,20.7,10.2,
Villar, Jonathan,542340,2022,31,220,42,31,6,2,3,59,15,26.8,6.8,.208,.302,.259,.561,.094,140,21,59,.250,.306,89.6,-0.7,4,2.7,40.4,75.1,28.1,29.1,50.7,49.3,52.5,85.2,7,877,70.3,34.9,61.6,17.8,19.2,1.4,
Ortega, Rafael,542364,2022,31,371,76,54,14,1,7,74,44,19.9,11.9,.241,.358,.329,.686,.117,298,8,118,.305,.327,87.2,17.1,12,4.8,33.7,67.5,10.7,25.8,38,59.6,53.3,78.5,7.1,1517,88.7,19.3,34.4,33.2,24.8,7.6,
Aguilar, Jesus,542583,2022,32,507,109,74,19,0,16,119,28,23.5,5.5,.235,.379,.278,.657,.144,397,20,129,.288,.350,87.7,19.1,24,6.9,36,64.7,17.7,36.3,41.4,58.1,53.8,67.7,6.4,2078,82.2,27,32.9,30.9,26.9,9.7,
Beckham, Tim,542921,2022,32,25,2,2,0,0,0,9,0,36.0,0.0,.080,.080,.080,.160,.000,17,1,12,.071,.110,90.5,-0.4,0,0,50,80.9,23.7,31.8,71.4,28.6,48.4,100,7.7,91,76.3,36.5,81.3,6.3,12.5,0,
Berti, Jon,542932,2022,32,404,86,62,17,3,4,89,42,22.0,10.4,.240,.338,.324,.662,.098,256,19,102,.298,.331,88,4.7,16,5.9,37,65.5,16.9,22.3,48.2,51.8,48.7,81.5,8.6,1570,83,24.5,53,21.5,22.2,3.3,
Crawford, Brandon,543063,2022,35,458,94,68,15,2,9,98,39,21.4,8.5,.231,.344,.308,.652,.113,279,17,118,.289,.322,88.1,12.3,21,6.7,35.1,76.2,24.5,26.2,52.2,47.4,51,85.5,7.6,1720,75.2,31.8,47.3,23.6,21.7,7.3,
Cron, C.J.,543068,2022,32,632,148,88,28,3,29,164,43,25.9,6.8,.257,.468,.315,.783,.210,486,20,150,.335,.428,88.7,14.2,45,10.8,42.3,62.9,16,33.2,39.3,60.5,51.2,76.4,7.8,2500,84,24.3,39.2,27.9,26,7,
Dickerson, Alex,543105,2022,32,36,4,3,0,0,1,9,3,25.0,8.3,.121,.212,.194,.407,.091,22,2,13,.189,.197,90.1,18.2,2,8.3,41.7,67.1,18.4,20.5,62.5,37.5,51.7,54.5,7.3,151,81.6,29.2,37.5,25,29.2,8.3,
Gomes, Yan,543228,2022,34,293,65,45,12,0,8,47,8,16.0,2.7,.235,.365,.259,.624,.130,204,7,86,.271,.306,85.3,9.4,8,3.4,28.9,70.5,11.2,39.1,33.2,66.8,52.1,68.7,8.3,1006,88.8,19.4,46.4,21.3,26.8,5.5,
Grossman, Robbie,543257,2022,32,477,86,59,19,1,7,129,56,27.0,11.7,.209,.311,.310,.622,.102,318,12,129,.283,.322,86.7,21.1,10,3.5,30.4,62.9,16.2,19.3,48.7,50.8,50.4,74.1,7.6,1942,83.8,23.9,31.8,32.2,27.6,8.4,
Harrison, Josh,543281,2022,34,425,99,71,19,2,7,71,21,16.7,4.9,.256,.370,.315,.686,.114,336,25,119,.305,.329,87.4,14.7,12,3.8,32.3,72.9,17.5,35.1,30.4,69.6,48.3,75.2,8.4,1533,82,21.5,43.9,28.2,21.6,6.3,
Hicks, Aaron,543305,2022,32,453,83,64,9,2,8,109,62,24.1,13.7,.216,.313,.329,.641,.096,331,14,130,.292,.317,87.9,14.8,16,5.8,33.1,62.4,19.7,20.6,43.4,56.1,51,75.7,7.1,2017,79.7,25.8,44.6,23.7,20.5,11.2,
Higashioka, Kyle,543309,2022,32,248,52,35,7,0,10,52,12,21.0,4.8,.227,.389,.262,.651,.162,149,7,83,.282,.334,90.9,17.2,18,9.8,48.1,72.2,17.9,28.5,49.2,49.2,49.6,82.3,8.7,907,81.5,26.8,36.1,28.4,25.1,10.4,
Hosmer, Eric,543333,2022,32,419,102,75,19,0,8,64,37,15.3,8.8,.268,.382,.334,.716,.113,324,14,104,.313,.337,88.4,3.1,18,5.7,39.7,67,9.9,33.8,33.8,65.5,54.2,67.9,6.9,1617,90.1,18.8,57.1,15.1,21.5,6.3,
McCann, James,543510,2022,32,191,34,25,6,0,3,46,11,24.1,5.8,.195,.282,.257,.538,.086,134,7,61,.243,.276,90.2,16.3,9,6.9,40.8,68.9,17.8,35,48,52,50.9,70.8,9.1,713,82.2,28.3,36.9,30.8,26.2,6.2,
Miller, Brad,543543,2022,32,241,47,37,3,0,7,70,18,29.0,7.5,.212,.320,.270,.590,.108,141,10,81,.263,.333,91.1,14.1,12,7.8,39.9,71.7,26.9,30.1,58.3,41,50.5,81.8,7.2,914,73.1,36.3,42.5,28.1,19.6,9.8,
Nola, Austin,543592,2022,32,397,87,68,15,0,4,60,34,15.1,8.6,.251,.329,.320,.648,.078,261,8,110,.290,.295,89.4,12,7,2.4,39.7,63,8.5,20.6,34.2,65.8,47.6,68.1,7.6,1522,91.5,14.4,42.4,24.2,27.3,6.1,
Rendon, Anthony,543685,2022,32,193,38,23,10,0,5,35,23,18.1,11.9,.229,.380,.326,.706,.151,125,9,47,.314,.326,89.6,18.7,11,8.3,37.6,68.2,15,18.6,35.1,64.9,52.3,80,7.2,759,85,19.6,35.3,30.1,26.3,8.3,
Semien, Marcus,543760,2022,31,724,163,101,31,5,26,120,53,16.6,7.3,.248,.429,.304,.733,.181,493,21,161,.317,.348,87.3,19.9,37,6.8,34.9,71.1,12.4,24.8,42.8,57.2,51.6,84.2,7.1,2776,87.6,20.6,33.6,34,21.8,10.6,
Shaw, Travis,543768,2022,32,19,0,0,0,0,0,7,0,36.8,0.0,.000,.000,.000,.000,.000,23,1,7,.000,.000,79.3,29,0,0,8.3,72.9,20,39.4,46.2,53.8,40.7,85.7,8.6,81,80,27.1,25,25,33.3,16.7,
Springer III, George,543807,2022,32,583,137,86,22,4,25,100,54,17.2,9.3,.267,.472,.340,.811,.205,377,25,133,.352,.387,88.7,13.9,35,8.4,42.3,77.4,21,25.6,49.1,50.9,51.1,86.4,7.1,2175,79,28.2,44.3,24.4,21.8,9.6,
Strange-Gordon, Dee,543829,2022,34,59,18,16,1,1,0,8,0,13.6,0.0,.305,.356,.305,.661,.051,43,2,22,.288,.333,84.4,1.3,0,0,17.6,70.5,12.2,46.2,23.8,71.4,46.4,91.3,11.7,196,86.5,16.4,62.7,13.7,21.6,2,
Vazquez, Christian,543877,2022,31,426,109,77,23,0,9,69,22,16.2,5.2,.274,.399,.315,.714,.126,333,18,119,.312,.349,87.9,10.7,17,5.1,36.4,66.5,11.8,31.9,28.5,71.5,49.9,73.7,7,1632,88.2,17.2,45.2,22.6,25.9,6.3,
Wong, Kolten,543939,2022,31,497,108,65,24,4,15,88,46,17.7,9.3,.251,.430,.338,.768,.179,345,10,134,.336,.361,87,14,19,5.4,35.5,64.2,13.2,22,40.4,57.8,50,71.4,8.2,2049,85.7,20.2,43.6,23.5,25.2,7.7,
Gregorius, Didi,544369,2022,32,232,45,31,9,4,1,36,13,15.5,5.6,.210,.304,.263,.567,.093,198,14,63,.251,.262,84.5,15.8,5,2.8,22.8,81.6,13,41.1,44.1,55.4,52.1,87.3,7.6,827,86.7,24,41.7,26.7,22.8,8.9,
Garcia, Leury,544725,2022,31,315,63,52,8,0,3,65,7,20.6,2.2,.210,.267,.232,.498,.057,251,7,97,.221,.262,87,6.2,10,4.2,35.6,75.9,17.4,35.9,40.1,59.4,48.8,86,8.7,1155,82.6,24.4,53.3,21.7,20.8,4.2,
Vargas, Ildemaro,545121,2022,30,222,55,37,13,1,4,23,8,10.4,3.6,.263,.392,.297,.690,.129,138,4,63,.302,.315,87,7.4,4,2.1,29.3,64.7,8.2,30.7,18.9,77,50,75.4,7.2,794,90.3,11.6,48.9,22.9,22.3,5.9,
Grichuk, Randal,545341,2022,30,538,131,88,21,3,19,127,24,23.6,4.5,.259,.425,.299,.724,.166,372,16,140,.315,.390,90,8.7,26,6.8,43.6,69.4,14.2,32.7,45.8,54.2,51.3,74.3,6.9,1977,85.8,24.7,50.4,26,18.1,5.5,
Marisnick, Jake,545350,2022,31,82,18,10,6,0,2,24,4,29.3,4.9,.234,.390,.268,.658,.156,55,3,31,.283,.388,88.4,19.9,4,7.4,42.6,75.6,15.7,41.8,54.7,40.6,53.1,93.8,5.6,288,81.4,30.7,38.9,27.8,22.2,11.1,
Stassi, Max,545358,2022,31,375,60,38,12,1,9,112,38,29.9,10.1,.180,.303,.267,.570,.123,195,19,102,.258,.311,88.6,9.5,21,9.4,39.5,66.2,26.4,21.1,58.4,41.6,49.1,78.9,7.9,1436,73.6,34,52,25.6,14.8,7.6,
Trout, Mike,545361,2022,30,499,124,54,28,2,40,139,54,27.9,10.8,.283,.630,.369,.999,.347,338,28,119,.418,.564,91.6,24.6,59,19.7,51,64.8,24.2,22.6,46.9,53.1,50.6,70.2,6.7,2105,75.8,30.2,25,44.7,21.3,9,
Herrera, Odubel,546318,2022,30,197,44,29,9,1,5,42,11,21.3,5.6,.238,.378,.279,.658,.141,149,10,62,.287,.340,86.9,4,7,4.9,37.5,68.6,10.1,38.5,46,54,52.9,70.4,7.3,737,89.1,24,57.6,17.4,17.4,7.6,
Almora Jr., Albert,546991,2022,28,235,48,32,10,1,5,46,17,19.6,7.2,.223,.349,.281,.630,.126,161,9,64,.279,.311,84,6.7,3,1.8,25.4,67.8,17,36.5,34.2,65.2,52.1,84,6,846,83,23.6,50.9,18.1,23.4,7.6,
Lopes, Christian,547173,2022,29,10,0,0,0,0,0,5,1,50.0,10.0,.000,.000,.100,.100,.000,13,1,4,.069,.000,91.1,27.6,0,0,25,68.4,7.7,35.7,50,50,59.6,100,2.1,47,92.3,26.1,25,0,50,25,
Harper, Bryce,547180,2022,29,426,106,59,28,1,18,87,46,20.4,10.8,.286,.514,.364,.877,.227,343,16,99,.369,.436,92.1,11.8,37,12.8,47.9,82.1,19.2,35.7,44.8,53.3,55.8,87.6,5.6,1594,80.1,28.2,42.1,25.9,29.7,2.4,
Perez, Roberto,547379,2022,33,69,14,10,2,0,2,25,9,36.2,13.0,.233,.367,.333,.700,.133,43,0,21,.315,.443,89.3,5.4,4,11.4,51.4,57,25.9,23.9,60.5,39.5,51.6,70.8,7.8,308,74.1,36.6,48.6,28.6,22.9,0,
Abreu, Jose,547989,2022,35,679,183,128,40,0,15,110,62,16.2,9.1,.304,.446,.378,.824,.141,497,31,157,.361,.393,92.2,8,47,9.5,51.8,66.1,14.7,29.8,40.9,59.1,51.7,73,8.1,2730,85.3,23.2,47.7,24,25.1,3.2,
Diaz, Elias,553869,2022,31,381,80,51,18,2,9,82,25,21.5,6.6,.228,.368,.281,.648,.140,306,12,105,.284,.330,88.4,11.1,16,5.9,39.3,72.4,12.9,33.2,42.1,57.9,52.6,81.1,7.3,1445,87.1,22.7,47.8,22.8,21,8.5,
