last_name, first_name,player_id,year,player_age,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,b_foul,b_foul_tip,b_game,woba,wobacon,exit_velocity_avg,launch_angle_avg,barrel,barrel_batted_rate,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,pitch_count,iz_contact_percent,whiff_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,
Perez, Michael,605421,2022,29,132,18,12,0,0,6,32,10,24.2,7.6,.149,.298,.212,.510,.149,65,6,45,.228,.259,88.8,18.3,7,7.8,36.7,59.7,18.5,28,50.7,49.3,48.6,64.7,10.4,492,80.8,28.4,35.6,33.3,21.1,10,
Thomas, Dillon,605504,2022,29,14,1,1,0,0,0,6,2,42.9,14.3,.091,.091,.286,.377,.000,6,0,8,.213,.177,82.9,-5.7,0,0,40,60.9,35.7,25,66.7,33.3,51.1,50,4.3,47,64.3,45,80,20,0,0,
Zimmer, Bradley,605548,2022,29,117,13,6,5,0,2,45,5,38.5,4.3,.124,.229,.205,.434,.105,76,10,109,.203,.263,87,10.5,7,11.5,34.4,68.9,28,33.2,58.6,38.6,48.1,82.1,6.4,439,70.1,37.4,54.1,27.9,13.1,4.9,
Castro, Harold,605612,2022,28,443,114,84,21,2,7,79,17,17.8,3.8,.271,.381,.298,.679,.110,367,17,120,.297,.345,87,11.4,21,6.1,33.3,69.3,13.4,39.8,29.9,69.8,52.7,69.4,7.5,1660,86.4,19.8,44.2,25.7,27.5,2.6,
Quiroz, Esteban,606019,2022,30,47,11,11,0,0,0,9,4,19.1,8.5,.275,.275,.362,.637,.000,27,1,14,.303,.314,81.6,11.3,1,3.1,28.1,64.1,20.3,22.6,28.6,66.7,50.3,71.4,3.8,185,76.3,22.5,50,18.8,25,6.3,
Arcia, Orlando,606115,2022,27,234,51,33,9,0,9,51,21,21.8,9.0,.244,.416,.316,.733,.172,139,7,67,.321,.370,90.7,11.7,12,7.5,42.5,63.7,16.3,27,51.2,48.8,51.8,68.3,6.8,920,83.7,27.3,47.5,28.1,18.8,5.6,
Tapia, Raimel,606132,2022,28,433,109,79,20,3,7,81,16,18.7,3.7,.265,.380,.289,.668,.114,346,18,128,.293,.346,87.6,4,17,5.1,38,70.3,14,42.3,32.6,66.9,52.9,73.6,6.7,1578,85.1,21.5,54.2,18,24.3,3.6,
Aquino, Aristides,606157,2022,28,276,51,28,13,0,10,101,17,36.6,6.2,.197,.363,.246,.609,.166,226,16,80,.267,.392,85.6,17.4,13,8.2,34.6,76.4,27.2,39.3,55.9,44.1,53.6,91.7,7.8,1092,72.8,37.9,39.9,27.2,17.1,15.8,
Hernandez, Teoscar,606192,2022,29,535,133,72,35,1,25,152,34,28.4,6.4,.267,.491,.316,.807,.224,313,28,131,.348,.465,92.6,11.6,52,15,53.3,69,25.1,30.3,55.9,44.1,52.1,80.1,7.3,2082,74.9,35.1,44.4,25.6,24.8,5.2,
Mercedes, Yermin,606213,2022,29,83,17,11,5,0,1,17,9,20.5,10.8,.233,.342,.325,.668,.110,79,2,31,.301,.323,87.5,25.3,4,7.1,28.6,67.9,18.5,35.1,29.4,70.6,55,72.7,6.2,353,80.6,22.7,26.8,33.9,25,14.3,
Marte, Ketel,606466,2022,28,558,118,62,42,2,12,101,55,18.1,9.9,.240,.407,.321,.727,.167,390,19,137,.317,.343,90.1,13.5,24,6.1,41.9,65.7,16.3,28.1,30.1,69.6,52.1,76.4,6.5,2159,83.4,20.7,43.2,25.3,24.5,7.1,
Haase, Eric,606992,2022,29,351,82,50,17,1,14,97,24,27.6,6.8,.254,.443,.305,.748,.189,246,12,110,.322,.420,87.7,17,20,8.7,42.4,70.3,23.3,35.4,48.9,51.1,54.2,78.6,6.1,1376,76.7,32.8,39.7,24.5,25.8,10,
Hager, Jake,606993,2022,29,59,12,10,2,0,0,17,8,28.8,13.6,.240,.280,.339,.619,.040,52,1,28,.291,.344,80.8,13.9,2,5.9,17.6,67.2,24.4,30.6,38.6,61.4,55.4,78.9,7.3,260,75.6,29.5,50,29.4,11.8,8.8,
Nimmo, Brandon,607043,2022,29,673,159,106,30,7,16,116,71,17.2,10.5,.274,.433,.366,.798,.159,506,27,151,.353,.377,89.4,6.1,33,7,39.8,64.8,13.7,21.2,38.6,61.4,48.3,78.9,7.5,2781,85.9,19.6,51.7,20.6,21.7,6,
Peterson, Jace,607054,2022,32,328,68,44,14,2,8,85,33,25.9,10.1,.236,.382,.314,.696,.146,210,18,112,.306,.371,88.6,9.7,15,7.2,36.1,57.8,17,23.4,51.5,48.5,49.1,60.4,7.5,1420,81.1,26.7,46.6,26,24.5,2.9,
Turner, Trea,607208,2022,29,708,194,130,39,4,21,131,45,18.5,6.4,.298,.466,.342,.808,.169,500,16,160,.350,.406,88.9,10.2,40,7.6,41.6,72.4,15.5,33.1,46.3,53.7,53.9,82.4,6.9,2720,84.5,26.3,43.5,26.2,24.7,5.7,
Krizan, Jason,607249,2022,33,10,1,1,0,0,0,3,2,30.0,20.0,.125,.125,.300,.425,.000,6,0,3,.226,.177,94.5,9.2,0,0,40,40,12.5,23.8,20,80,51.2,,0,41,87.5,15.4,40,20,40,0,
Beaty, Matt,607461,2022,29,47,4,2,1,1,0,8,2,17.0,4.3,.093,.163,.170,.333,.070,27,1,20,.158,.132,83.6,10.5,0,0,31.4,62,10.5,21.2,27.8,66.7,48,71.4,7.9,177,87.7,14.7,45.7,22.9,20,11.4,
Pillar, Kevin,607680,2022,33,13,1,0,1,0,0,4,1,30.8,7.7,.083,.167,.154,.321,.083,7,0,4,.150,.158,88.2,10.7,1,12.5,25,65,15.4,40,60,40,55.6,75,8.9,45,84.6,34.8,50,37.5,12.5,0,
